,text,emotion
96,pakai aplikasi gojek pas versi adaptasi lagi plus minus plus detail,2
97,milik hidung darah,4
98,jijik teman sekolah meni dengan dari teman biasa,4
99,sistem rating abang gojek kecewa tingkat muas album baik,0
100,ancam usir sekolah tengah form empat,1
101,pulang hutan gadis bimbing scout temu,1
102,teman kelas roboh sepeda motor,1
103,cuci nenek pergi kamar mandi waktu,4
104,kamar rapi bibi temu saya untung cegah pasuk ruang,5
105,minum minum ringan kesan tel potong kaca pergi rumah sakit distrik rawat sana,1
106,uji pertama,1
107,sssstt sakit hati gaya kesana kemari nya motor gojek,4
108,ajar singkat uji putus coba lama laku - tanda buruk,2
109,gempa menit lantai delapan,1
110,saksi celaka bus bus penuh tumpang balik jalan lusaka-kabwe,1
111,lazada abang gojek salah pilih lawan tipu,3
112,hal buruk teman,5
113,sma bantu sekarang s,5
114,rusak keran aula residen,1
115,jatuh,5
116,saudara alami serang epilepsi takut pada,1
117,terik matahari siang gojek pakai helm berangkat puter motor anter tumpang saya,3
118,jalan filipina musim panas inap hotel kamar tinggal hening lampu redup malam takut bangun - dengar suara berani buka mata - tunggu fajar,1
119,kali kafetaria pekarang universitas siswa perhati lingkung makan minum sampah tumpah teh kopi tinggal mana,4
120,saudara salah sekutu kristen telepon bicara jam lebih cakap temu orang jijik,4
121,ditlp driver akun pesan gojek pdhl pesan sedang,5
122,buat khawatir buat sedih tengah september pergi guanggho sendiri cari akomodasi malam jalan mil temu pun laku khawatir tidur jalan prosedural temu tidur jam pagi,1
123,naik tarif gojek tahap uninstall-saja-lah-mending-saya-pakai-grab,4
124,ngumpul dongs bapak gojek em sabi go foodnya,4
125,liat beneran gojek lemes banget takut jatoh,1
126,dah gin doang emang gojek saya sisa antem nitip makan,3
127,sometimes wanna gojek driver,2
128,hewan aniaya mati,4
129,dianterin suami sen grab stasiun bang gojek kok nggak dianterin sekali,0
130,malu sepupu janji beli hadiah ulang bel untuk teman,5
131,pilih bidang teliti saya persentase tanda tahu saya,4
132,emang suka ngeselin dah tu gojek grab ngeledek sangat,2
133,institusi kristen kadang biarawati kirim orang unjung jam kunjung jijik,4
134,coba lagi pada jam -- masuk tanggal kir,0
135,startup teknologi indonesia tiru startup jenis negeri lazada clonin,5
136,astra gojek wewww great collab,5
137,usaha sekarrang kenpa gojek yah uber,3
138,jam gin bangun gara notif point gojek,4
139,kasih duit ongkos gojek ngomong terima kasih kirim duit bilang ok doang enak ya nder,0
140,mobil tabrak momen rasa jalan pikir ini saya mati,1
141,driver gojek,0
142,situasi pusat perhati hal kendali mereka ketidaksepakatan kami ketidaktahuan,5
143,gojek po tur sensasi ada ra sido,3
144,usaha gojek proses withdraw sekali teman mrnjadi mitra gocar sam,2
145,kursus latih guru b ed latih kami tangan kelas standar sembilan sekolah anak laki takut hadap kelas pertama,1
146,malam kantor telepon dering,1
147,gagal uji musim panas lalu keras kecewa pikir harap lanjut kuliah reaksi lebih,3
148,alami ganggu saraf ayah jalan operasi serius takut keluarga anak tua tahan sama baik saja,1
149,guanlin abang gojek njemput disekula hhh,0
150,kang ojolnya nyambi gojek biar gojek dapet order jg sih,3
151,tunggu gojek pak,2
152,kadang beli spotify pakai gojek,5
153,lelaki ambil duduk letak mantel atas kursi kosong kursi itu tuju kursi jas,2
154,teman sikap dingin lama,1
155,rasa enak gojek delivery bulan mager pulang even kfc deliv ku menangiz,3
156,anak malam baca novel hantu habis malam tidur hantu tari saya,1
157,gambar kamp musnah nazi program t v,4
158,sabtu order apa aplikasi gojek saya report email res,2
159,gojek nya nelfon via whatsapp angkat halo halo doang fikir sinyal nya jelek kali ya,5
160,naek gojek bisa mikrolet,0
161,hapus akun gojek,4
162,ok bunda gojek nih,0
163,pergi diskotek tunggu teman pisah rencana temu pergi sadar sendiri,1
164,nih gojek map nya ngaco yak peta driver pick lokasi banget pas telepon orgny,4
165,trik bang maaf mikir bonus ama jarak biar semangat begitu yaa smoga jg,3
166,hahah kasi ama bang gojek ama abang engga,0
167,marah kasih duit suruh pakai gojek ketemenmu emngnya pacar kamuu ojekkk apaa,4
168,usaha sekarrang kenpa gojek yah uber,3
169,selam laut capai lantai sesak napas hati ragu muncul muka tarik napas,1
170,guna ai pakai gojek ng go ride kaki ai tetep sakit gel jugaaaa,3
171,teman kamar kacau ruang mabuk malam upacara pesta kelulus,4
172,abang gojek kae untuk,0
173,bayar denda ngebut,5
174,tolong admin tindak lanjut gojek telepon blg nya provider sibuk kecewa abang,2
175,usia jaga adik laki perempuan saya tidur itu bayang pria seram selinap rumah kami,1
176,iya lah ngebandingin zaman gojek gede bonus zaman kecil,4
177,om kontrak gojek bola,3
178,laku uji semester jijik pikir laku baik,4
179,saat dekat uji situasi,1
180,voucher gojek kali manfaat penuh produktivitas,0
181,saudara lelaki pergi tembak bebek liar khawatir kapal balik tenggelam senapan sengaja ledak,1
182,buruk kelas masuk sekolah bus,1
183,nunggu gojek- -,2
184,bawa kakak kakak gojek bawa tanah abang deh ah,4
185,jg sekitar metro hehe metro gojek emg mbk uber sm masojek wlwlwl,0
186,baca buku situasi afrika selatan langgar hak asasi manusia keri jijik populasi kulit putih,4
187,hiking-hitch pergi pria hanyut orang gila,1
188,ya gojek ambil tukang ojek sangat pangkal deket ruma,3
189,angkat stasiun pusat stockholm muntah urin,4
190,nunggu gojek pulang uhu,3
191,rasa takut fisik sebut ini ini bus duduk kursi pertama putar driver tram lari arah datang sisi saya sopir seberang cahaya kuning,1
192,pacar ae kang gojek,4
193,mauuuu hhh gapernah dapet voicher gojek,3
194,ngalihin produk poing gojek mahal ya diskon,5
195,kecil terkadang paksa makan hal jijik,4
196,gojek ganti interface liat ciri khas,3
197,abang gojek smpai tjuan trn mtr abang gopay sklian ya ada tunggu ya susah s,3
198,saudara kirim uang transportasi lanjut studi unza,2
199,program keras pornografi tampil t v,4
200,jemput abg gojek saja,0
201,iklan gojek bule sarkas ya cewe jepang kecil suka dinaikkin perempuan disamain motor iya saya,3
202,inti sih sama kalau akun lu mana lu ngebid tetep lu dapet order apa jenis wlwpn sisa,3
203,pulang rumah mabuk hari pesta malu orang tua saya,5
204,jalan lewat hutan lebat ular jarak meter,1
205,korea selatan selingkuh medali emas,2
206,malu cakap kelompok paham kata paham topik diskusi,5
207,gadis masuk divisi sapa orang saya,2
208,situasi abai yakin prinsip jalan biasa,4
209,gatau deh gofood sms arti gojek chat karena,2
210,mas gojek opo grab hayoo,0
211,ancam usir sekolah tengah form empat,1
212,pacar kakak tuduh tidur sekitar,4
213,driver gojek,0
214,persis seri nosedive laku masyarakat nilai rating driver gojek uber kelakua,2
215,driver gojek bilang kl go send barang kirim mahal mending pilih driver kema,5
216,kena pajak kelas lazada gojek bukalapak dll giring opini tidak,2
217,nggak ngeluh mace keinget jam gojek pas jakarta,4
218,pacar selesai hubung keluarga benar sedih sakit hati temu alas hidup hidup segala muncul kali pikir jadi,3
219,sen gojek ajaaa bilang bangsal tht hahaha emang kenyang makan saja,0
220,hasil uji sertifikat keluar pergi sekolah takut capai lantai hasil lantai lima sulit jalan mati,1
221,liked video kolonialisme zaman now investor gojek tokopedia bukalapak traveloka,0
222,gua kating mesenin gojek gua pas sampe rumah gua asik nyanyi kamar mandi abis tidur gu,0
223,sabtu malam temu kunci stasiun tanah pusat kota stockholm kelompok rocker keras mabuk lengkap jenis rantai dll,1
224,malam saudara perempuan saudara laki tonton t v adik ambil cermin pantul cahaya jendela prancis pikir lampu lihat asal obor annd curi luar,1
225,baru gadis muda jilat pria - uang benda malu wanita,5
226,institusi kristen kadang biarawati kirim orang unjung jam kunjung jijik,4
227,teman kelas roboh sepeda motor,1
228,jalan jalan jalan belanja,1
229,tinggal depok masker jawab males ngambil bayar parkir kantor gojek depok mahal,2
230,coba perkosa orang - pegang lengan punggung leceh saya terus ancam pukul saya penetrasi kemudi mobil henti,1
231,kakek derita kanker paru rawat rumah takut sedak sekresi lendir,1
232,putus bersih kamar buang pikir sampah tahu itu rumah temu barang hilang,2
233,bad day kena tilang kena omel dosen dapet driver gojek ngeselin dapet luka yang gatau dari,3
234,berkat gojek grab ketemu temen lama gratisin wkwkwkwkwk,0
235,sudh uninstall app gojek login akun pesan driver,5
236,ajar pustaka pasang kasih duduk belah bicara suara kuat lembut ganggu orang lain,4
237,lazada abang gojek salah pilih lawan tipu,3
238,otak pesan sehat tagih uang gojek tos bapak,0
239,pulang kereta api sicilia aniaya pria,4
240,ketemu orang hebat ini kasih insight konsep digital ekonomi sperti gojek tokped,0
241,teman hadiah natal mahal beri hadiah murah,5
242,gojekindonesia invoice nomor driver daritadi nomor resi gojek,3
243,twitter mana skandal driver gojek cabul tumpang video glitt ya wkwkwkwkwk,0
244,gojek srimulaaatt,4
245,iyaa naek grab bapak lengkap grab uber gojek bapak sopir ta,5
246,dandy ringgo mending mobil xenia pakai motor triumph me mo triumph ujan jg neduh ba,3
247,aula renang pria agresif praktis serang anak halang jalan renang,4
248,cerita driver ambil tumpang taspen wkwkwkw akting e umak sipp ayas yo ngalami cman penumpange seng k,3
249,rasa malu malam berat minum bangun wanita temu suami derita epilepsi saya,5
250,mas gojek ahshdissjod,2
251,gin buka muslimpro buka gojek buka twitter buka traveloka balik duh,3
252,gosend grabsend mahal gojek grabbike bawa barang enteng bawa orang,5
253,saya marah adil saya,2
254,jatuh tangga kumpul ceri punggung sakit tiba orang layan selamat hidup awat medis,1
255,alami ganggu saraf ayah jalan operasi serius takut keluarga anak tua tahan sama baik saja,1
256,ah missqueen pakai jet pribadi pakai gojek,2
257,langgan tes ini diberitahu sekretaris tes langsung pergi pikir kursus lagi malu sekretaris saya,5
258,tukang ojek online zaman pakai ringtone lucu yah kadang ngagetin pas lampu merah tiba,5
259,tinggal pacar negara asing tahun tinggal sama untuk alas ekonomi pisah cinta,3
260,gabung kelompok teliti ajar perilaku konsumen bantu orang toko jual,0
261,hati telepon aku gojek tipu mengatasnamakan goje,1
262,pukul saudara laki kendali buat patuh perintah orang tua saya,4
263,dm ya pakai twiter cari lapor driver kht diinterenet kl gojek,5
264,kemarin seberang jalan pria desa depan keluar teguk jus buah pinus jalan angin periksa cepat saya milik mandi air liur marah orang senonoh,4
265,tanggal ganjil bang,0
266,benci bentuk kendala benci upaya orang tua paksa norma perilaku milik hak legal moral laku rasa emosi tetangga tendang tamu bicara keras ancam koneksi usir inst,4
267,kali coba tidur guru sama ambil materi balik lihat,5
268,rekan ajar dengan hal maksimal harap reaksi agresif,2
269,perhati banget cie mamang gojek cie kiw,0
270,gagal uji m s c,5
271,habis k gojek angkot k goreng hahahhahahahah,0
272,teman kelas roboh sepeda motor,1
273,ojek online tepat spesifik gojek ya,2
274,mimpi buruk malam mimpi jatuh kereta padat,1
275,gojek tidak,0
276,cornellia widiastuti gmail com telepon gojek cm tunggu email konfirmasi jg,4
277,bohong curi uang,2
278,tolong support amp,3
279,jijik guru tolak manusia diri tolak terima bunga delap maret parfume asing ganti,4
280,umum perintah tari tunjang siswa,2
281,siswa tuduh curi buku teks temu bentuk muat nama buku jelas jatuh telinga tuli,4
282,buat khawatir buat sedih tengah september pergi guanggho sendiri cari akomodasi malam jalan mil temu pun laku khawatir tidur jalan prosedural temu tidur jam pagi,1
283,share location nnt abang gojek nyamperin,1
284,jam angkot padat rayap hujan nyambung gojek,3
285,anak laki bicara nama panggil dosen takut henti mereka,1
286,hahhaa langgar marka jalan larang parkir larang st,2
287,milik tempat lolly pernis tarik aku salah saya,5
288,berak celana nih benci jokowi ente masuk gojek ya sudah ngehasilin mending gojek,2
289,cabut gigi sedih sakit,1
290,hati telepon aku gojek tipu mengatasnamakan goje,1
291,pikir gagal uji diberitahu tanda itu lewat,0
292,tonton acara tv fenomena paranormal malam tidur takut manusia jalan,1
293,pie susu dhian kirim dgn gojek bekas harga murah invite pin c,0
294,kendala depan solusi ya saya car,2
295,kali ekor laba ekor ular,1
296,main ibu trik jahat buat sakit,5
297,hati keluarga macem-macem entar kasihan biayain mamang gojek,3
298,gojek panggil bunda siang bunda desi mana bunda mengapa lanjutin,5
299,pandang muntah jalan,4
300,malu untung,3
301,sakit,1
302,gojek ditungguin mending ditungguin,4
303,temu klub olahraga sosial tampil video porno ketika banyak orang minum rendah moral - wanita ekspos pamer malu malu,4
304,bayangin saja pulang rapat banggar sen gojek dua temen dgn tuju beda doi dapet nung,4
305,teman milik teman wanita pikir kasih marah terima saran saya ajar teman benar malu salah erti dia,5
306,english class,5
307,panggil juluk jijik,4
308,indonesia rendah pengaruh gojek,3
309,cuih ya mo gojek shihlin saia jakarta ujar,5
310,harap gojek bantu temu alamat driver sebut s,0
311,tukang ojek online zaman pakai ringtone lucu yah kadang ngagetin pas lampu merah tiba,5
312,ajar hidup abang gojek malam salut komitmen masuk gojek ajar sabar me,5
313,selamat cari uang grab gojek betapa sulit cari uang,2
314,kali tengkar teman benar teman tengkar benar,2
315,gojek dapetnya mas mas pakai motor satria item kaos item celana item sepatu converse item buff item sampek helm in,5
316,pulang pesta mabuk hal normal esok pagi malu kata,5
317,serang seksual malam orang asing,1
318,hamster sayang sebut hannes tinggal usia tahun bentuk paksa belas kasihan sunti,3
319,ng gojek sessss,2
320,tekan angka kain tirai beli kain bulan rintang,0
321,abang gojek tuh kesel ya tumpang dilewatin jalan iyaiya,2
322,om kontrak gojek bola,3
323,sekolah uc pra-pendaftaran kelas sukses benar takut,1
324,kejut ketika malam pagi anak laki dekat teriak saya cinta dengan henti tertawa saya,1
325,babang nabung yah ipo buru beli milik usaha ojol hahaha,0
326,halo admin ya tokopedia gojek tanggal pick pick barang,0
327,tetep gojek traveloka ta admin mugo arema iso ngalahno dangdut hak e hak e,3
328,huni dengar alarm bunyi terobos masuk telepon polisi panik bicara telepon keri injak alarm sembunyi tahu ada,1
329,ngakak rl njiir humor wkwkw duduk pegang abang gojek nya di jalan,4
330,daftar cicil motorola c plus gojek,0
331,situasi alami asa ini mabuk jalan,4
332,pas jam istirahat lari panggil gojek depan kantor pas gojek mangkal ngebut indomaret depan,3
333,tinggal orang cinta alas,2
334,jalan jalan jalan belanja,1
335,hahaha kadang seru ngobrol kaleh serasa gojek ne gayeng mb,0
336,suami habis malam rumah daerah pinggir kota kenal dengar suara aneh rumah rumah milik dinding kaca takut,1
337,woi tida tunggu gojek,0
338,hati telepon aku gojek tipu mengatasnamakan goje,1
339,amsiong bang herry klaim asuransi gojek cuman jta tau,5
340,order gojek gimama ya admin ko eror gin,2
341,laku kece ponsel registrasi uang k,2
342,jarene kpngn ngrasakne numpam gojek mbek nakam nelongso va lek wa ku simpen soale te dikenalno kodew are,0
343,loh gojek grab in-app chat,5
344,ada air gelombang tenggelam,1
345,pacar kakak tuduh tidur sekitar,4
346,gila banget deh hujan abang gojek sumpah,0
347,ngapain pakai tahu distalk gojek,1
348,bersih rumah rapi sepupu saya usia tahun pot lumpur kacau semua,4
349,hi barusan terima telepon usaha tipu nama gojek,1
350,bicara orang asing harap negatif,1
351,gojek ber,5
352,overheard warung pempek mas driver gojek jual kak sen pempek ada pempek telur mini pempek kelenjer krispi,0
353,apa gojek grab faketaxi,1
354,takut rokok maryhuana kali hidup teman jalan rem siang,1
355,gnti nama milea woy doh malu coy liat muka kecele abang gojek pas blg mbak milea ya,0
356,kasi gojek pakek gps lostang buka maps,3
357,et gojek gin mahal ya,2
358,gojek nih receipt mesti ina inulahh,3
359,iseng screenshot point gojek saldo sama sen gojek,5
360,sabar jaga performa masuk cocol hari batasin order performa minimal,0
361,la gojek dah chat nya ye wkwkwk,0
362,istri lahir saudara kembar rawat bayi tindas fakta tolong buat sedih,3
363,bei dalam rencana ipo gojek,0
364,baca cerita bunuh beranta nama henry lee lucas beda bunuh orang lain hati selamat saya,1
365,lepas kerja hasil baik manajemen tolak penuh minta kami,2
366,nomer kemaren hubung mengatasnamakan gojek mohon tindak lanjut aga,2
367,nah drpd nongkrong bejejer pasar modern mending ngadem warung mpo yekan,0
368,dear cust slow respon yaa anak suami sakit kompak bundane kudu strong aktivitas brg smntr pakai gojek yaa thnx youuu,3
369,serius alhamdulillah jangan,0
370,reply nya quiz marah komplain direspon aku driverbdg,0
371,order gojek ngantar,2
372,baca thred paham sisi kelam day delivery service tope,3
373,memberitahu orang tua sehat uji,1
374,lepas kerja hasil baik manajemen tolak penuh minta kami,2
375,main grab bang,5
376,tonton seri dynasty tv benci,4
377,milik asa orang tua rusak hubung anak laki buruk tanggung jawab,3
378,kereta api indah gelanggang pekan raya,1
379,bodoh biar eksperimen anda,1
380,nunggu pinggir jalan gojek saja fiuh,2
381,pakai nih gojek tidak hahaha,0
382,temu goda,4
383,kursus latih guru b ed latih kami tangan kelas standar sembilan sekolah anak laki takut hadap kelas pertama,1
384,marah pergi pacar saya bicara dengan kembali depresi alas tahu,2
385,cerita jadi gojek,3
386,kali jalan gojek degan bpk driver ythnya meuni galak kitu mgkn bpknya ca,1
387,kesana pakai gojek lah jne pusat buka jam kok gila rb resi b,2
388,swasta ngasih duit csr branding ngarepin apbd harap dah,2
389,tips rahasia order gojek lancar,0
390,malam istri lahir bayi kembar kami takut halaman rumah sakit khawatir beres,1
391,kecewa pk gojek barusan pk gojek jadi mahal sekarang rumah,3
392,jam duga temu tangan,1
393,pergi malam kerabat temu tidur basah malam belum,4
394,beli iphone ditoped kirim gojek bilang sellernya bilang iphone xiaomi wkwk,5
395,jalan jalan jalan belanja,1
396,orang selingkuh bicara umum,2
397,doi make tas gojek versi mahal,5
398,tinggal gelap malam gunung tunggu paman saya ambil batu tenang saya,1
399,iya salah erti mbak,3
400,gila ayah,2
401,kendara sepeda motor desa orang tatap spesimen langka,5
402,kelompok studi suka debat poin penting relevan kecil coba bujuk orang ramah keras kepala terima pandang orang lain,4
403,sakit,1
404,way ceonya gopay kerja bantuin pkk arisan misal arisan panci dsbnya manfaat untuk,5
405,mohon konfirmasi gojek mohon ditindakla,1
406,sembilan malam pulang sepeda jalur sepeda gelap kurang ambil jalan pintas,1
407,diskotek lelaki kotor tekan pantat,4
408,temu jalan gedung kuliah malam hari,1
409,negara jalan jauh malam gerak tajam itu,1
410,tentang orang tua tinggal malam harus,5
411,adik perempuan usia rumah tunggu malam ada,0
412,milik hubung seksual hasil,5
413,yaiya makanyaa wkwkwk sender rada jg barang mahal kirim pk gojek,3
414,terima skor t e terima kursus pilih,0
415,akibat kantor pakai sneaker jeans kemeja biasa ransel bus ato gojek kena ceramah kuliah yang,3
416,emang ganti foto profil grab gojek,3
417,gojek promonya krl laku rush hour ya berangkat pas rush hour yak,0
418,persis seri nosedive laku masyarakat nilai rating driver gojek uber kelakua,2
419,ngiang abang gojek malam mba calon buru dinikahin biar j,4
420,lalu teman sih grab bike mahal dikit gojek sih nggak donlo,5
421,sate buntel bakar daging kambing muda porsi isi tusuk gede lagiii ngiler sii yuk buru orderrr lew,0
422,senin gojek,0
423,temu temu sadar duduk belah orang anggap rendah diskriminatif,4
424,beli makan pakai grab liat menu gojek,3
425,teman adil salah bebas hati nurani sebar bohong tuju sama,4
426,oke fain pensiun gojek,0
427,gojek cerita galau langgan anter paket kasih rate,3
428,ngakak rl njiir humor wkwkw duduk pegang abang gojek nya di jalan,4
429,milik perhati bayar kerja - leceh dan leceh seksual kerja - jijik implikasi,4
430,eh pas pulang adek gua tuh nunggu bokap kan bokap kunjung kata jam jemput nya,3
431,totoooottt bubar bubar,3
432,yaudah otw masjid pesenij gojek yaa,3
433,tolong driver driver member stasiun tindak tegas dan,2
434,sekolah dasar guru tangkap selingkuh dikte,1
435,gojek pakai motorsport ya,0
436,situasi alami asa ini mabuk jalan,4
437,konfirmasi diri universitas uji m a hasil resmi nyata tugas bawa hasil resmi harap hasil konfirmasi sah bahagia sukses saya,0
438,diskus istri kenal lebih biasa makan bekas luka sebab hamil,4
439,oy lu mana ini otw buru tusuk cilok bawel si bubuk pop es bentar gojek nya bom jemput lu,2
440,jijik janji temu e dan t spesialis tolak pakar asal inggris pergi milik,4
441,episode takut ajar diri teman kenal bicara sendiri tangan getar merah lidah ikat,1
442,gila ya gojek gede drpd lai,5
443,kat malaysia ni gojek,3
444,nunggu abang gojek ya kampus pribadi bisa sen gojek stay di,3
445,kuampretttt lambeonlen,2
446,tolong retry pick besok pagi gojek sekarang,2
447,program t v tengkorak operasi,4
448,ipo gojek sejarah bursa efek indonesia,5
449,pesta pacar baik benar mabuk pergi pria suka,4
450,ajar pustaka pasang kasih duduk belah bicara suara kuat lembut ganggu orang lain,4
451,daftar cicil motorola c plus gojek,0
452,takut selesai istilah itu,1
453,guess woke ons wrong side bed motor bawa mama telat juga yaudah gojek rb inih,2
454,idx highlights gojek tarik laku ipo,0
455,pikir gagal uji,1
456,hamster sayang sebut hannes tinggal usia tahun bentuk paksa belas kasihan sunti,3
457,mes gojek,0
458,restoran nal anak lelaki suara keras tertawa ulang sama dengar jalan operasi otak rumit,5
459,usia tahun amandel operasi operasi rumit takut lupa,1
460,order gojek driver dicancel order lagi harga mahal,2
461,buka spotify buka gojek mulu elah,4
462,selesai dinas militer saya,0
463,piscok moncrot luncur cawang abang gojek moga tuh selamat tuju buat,0
464,libur muntah saya,4
465,bicara suka,4
466,enak kn driver nlp amp nungguin tuh mbak cancel jg ngeluarin pulsa samperin minta,3
467,kakak main barang rahasia ambil tas tangan saya,2
468,terima kasih gojek dikmblkn sisa uang ambil supir taksi saran saya sebaikny ks sm bluebird,1
469,gojek babang grab,5
470,sadar pacar proses putus,3
471,ajar hidup abang gojek malam salut komitmen masuk gojek ajar sabar me,0
472,malu dosen kelas bosan,5
473,obrol teman anak laki gabung kami anak lelaki bawa tiga teman pergi tinggal malu pergi sana,5
474,order susah masuk versi bar,3
475,ambil darah pasien kira alkohol urin periksa lain buruk main sihir saya,1
476,gojek nya nelfon via whatsapp angkat halo halo doang fikir sinyal nya jelek kali ya,5
477,parfum mas gojek tapiiii,1
478,gambar penggal film horor,4
479,driver gojek sombong permisi nya ajarin sopan santun,2
480,pacar ting laku kekanak-kanakan - suka pergi temu teman kenal teman ini teman dua suka posesif dengan,4
481,pasuk rumah malam keluar saudara perempuan tidur,1
482,jalan ekor anjing gonggong ikut anda,1
483,t v fitur berita afrika selatan polisi serang kelompok orang kulit hitam cambuk,2
484,periksa ajar siang malam,4
485,kaya sih gamau gojek gocar sendiri takut culik wkwk,1
486,rekan kerja buru proyek tahun alih biar proyek sendiri pergi bimbing biar bimbing memberitahu biar rekan kerja laku cepat itu,2
487,kack gojek akun dah bisa,3
488,desa mungut cukai tipu orang kumpul ingin lebih keluarga sendiri,4
489,jijik restoran bersih atur saya suka lingkung bersih,4
490,milik hubung seksual hasil,5
491,kemarin sih dapet sampe order manggarai pulo gadung sudah versi,0
492,pandai paham kuliah bahasa inggris anda,5
493,ya ampun,5
494,tolong buka akun gojek blokir trima kasih,3
495,gagal uji psikologi siswa lulus,5
496,meat lover langsung tekan naik bonceng abang gojek pala pening,2
