,text,emotion
198,baca artikel surat kabar gadis muda perkosa serang malam pria sadar diri,4
199,baru apartemen gottenburg pusat,0
200,lihat ekor laba rayap dinding,1
201,majikan pikir aspirin sehat buruk minum semangat bahaya erti salah,2
202,tinggal new york keluarga teman saya,3
203,tidur cowok sahabat ingin hubung intim alami kompleksitas keri,4
204,anak daki gunung - sehat tubuh jiwa,0
205,temu orang paksa kolaborasi,1
206,nelayan olahraga tangkap burung camar ikan kait seringkali salah marah,2
207,sedih peristiwa pengaruh,3
208,anggota keluarga keluh makan saji buat jijik,4
209,diberitahu terima mahasiswa psikologi,0
210,kapal nelayan alami cuaca sulit laut buka,1
211,pria kencan milik hubung stabil orang lama,2
212,sedih depresi dengar kucing tinggal,3
213,awat rumah sakit jiwa pasien isi isi spitoon pasien lain,4
214,terima mahasiswa psikologi,0
215,anak sakit kaki tanpa alas jelas,1
216,ketika minggu sekolah guru kirim catat rumah anak lalai ajar,2
217,pikir ajar karena salah informasi nasihat siswa,3
218,orang kurang bersih rumah pribadi,4
219,tenggelam air es pakai sepatu es sulit keluar,1
220,anak masalah sekolah dasar ambil sudut pandang guru,2
221,tuduh abai kerja alas salah,3
222,sikap orang tua damai lepas candu ayah saya,4
223,10 layan nasional turun 5 lagi,0
224,tegur manajer hotel musim gugur 1984,1
225,orang tua antar dekat pulang tunggu jam mudah tunggu,2
226,mantan pacar temu risiko hamil,3
227,bersih papan ering wastafel saya tinggal asrama siswa,4
228,kakak perempuan pikir gabung anggota keluarga libur olahraga musim dingin,0
229,tidur kapel malam sadar orang kapel temu sana,1
230,sma orang terkadang provokasi teman panggil babi dengus wanita kesal ketika salah gadis marah teman buruk buat marah,2
231,bicara pacar telepon energi cerita kepada nanti cakap dengar kira,3
232,teriak anak apa,4
233,lewat departemen ini,0
234,sepeda lewat mobil parkir buka pintu dorong turun motor lintas,1
235,pacar duduk malam main game komputer teman,2
236,tinggal saudara perempuan kunjung minggu,3
237,ekor laba dekat,4
238,baptis anak,0
239,jalan turun lereng ski sulit curam,1
240,ibu campur hidup,2
241,tinggal minggu siap itu,3
242,kali ahli bedah potong kaki masuk kantong sampah hitam,4
243,suami temu kerja baru bawa bunga kue sama,0
244,serang pria kejar saya,1
245,ayah komunis sama anggap anak perempuan,2
246,lamar kerja milik peluang bagus dapat wawancara kerja itu,3
247,fitur t v langgar orang daya,4
248,beli sofa - kulit harga sek 20000 tunggu 2-3 tahun,0
249,vertigo - diri tangga luk rumah,1
250,atas daftar ikut tuju - injak rekan milik malang milik salah atas kursus saya,2
251,debat laku anak beda,3
252,ludah muntah,4
253,baru hasil tugas konsultasi sendiri inisiatif sendiri,0
254,jangkau rambut roboh mabuk lari jalan takut sadar jadi,1
255,teman biasa lupa tiket rumah tunjuk lewat,2
256,milu 1982 1985 pikir capai mayoritas demokrat sosial komunis dana kerja bagi panjang,3
257,kunjung studi pabrik ayam jagal bau lingkung bising,4
258,posisi percaya kelompok bentuk ubah lingkung kerja,0
259,pondok tinggal bangun suara gemeresik malam,1
260,coba tukang ledeng muka muka toilet rusak percaya sudah baik puluh kali,2
261,hasil kerja proyek laku sadar kritik guru,3
262,program keras pornografi tampil t v,4
263,gadis bicara hal hubung ubah positif diifikan ubah senang,0
264,darat pesawat bahan bakar habis cuaca buruk takut,1
265,baca putus taktis reagan boikot afrika selatan,2
266,saudara tiri sakit parah kanker tinggal nanti,3
267,film wanita serang perkosa buruk milik efek - kuat,4
268,tawar posisi percaya tinggi terima,0
269,buka jendela pintu tutup anak kucing keluar pasang masuk bicara lupa jendela anak kucing gantung bingkai jendela kaku takut peluk,1
270,tamu berisik hotel kesal belum malam coba tidur ada pesta pergi teriak mereka tidur bangun pagi esok hari,2
271,diberitahu hasil kerja harap kualitas,3
272,kucing muntah cacing hidup paksa hapus,4
273,sepeda sinar matahari musim semi senang itu bahagia sehat uang biasa bumi sini,0
274,hubung keluarga buruk takut kecuali kelompok sebut takut kuat situasi argumen tangan,1
275,baru kakak perempuan muda dari manja teriak ibu alas jelas ekspresi patah hati wajah ibu buat marah,2
276,saksi program t v planet hidup rusa lingkung sebab manusia,3
277,jijik asa alami orang lain balik binatang jijik ular t v,4
278,bicara ipar perempuan kurang minat jalin hubung sisi saya,0
279,tidak beda malu salah lihat rasa malu,0
280,putus libur minggu konsultasi keluarga dahulu,0
281,janji unjung pacar alas beda laku telepon memberitahunya datang,0
282,curi uang tanggung jawab aku,0
283,ketika lapar lelah kesal tunang ucap potong benar sakit sadar iritasi dasar sakit orang cinta bumi,0
284,gadis lari ayah mobil paksa rem darurat,1
285,telah periksa puas dengan,2
286,rekan gagal hubung atur,3
287,baca slogan ras dinding,4
288,lahir anak sehat,0
289,suami habis malam rumah daerah pinggir kota kenal dengar suara aneh rumah rumah milik dinding kaca takut,1
290,cemburu pacar suami temu dengan suami kenang,2
291,putri masalah teman ada jendela bahu dingin,3
292,awat tambah rumah sakit ganti popok kali wanita tua sakit,4
293,suami putus libur coba,0
294,kunjung rumah sakit c anastesi gugur harap,1
295,tukar sudut pandang adik perempuan keluarga,2
296,obat hamil hasil negatif,3
297,bangun pagi pergi dapur temu anjing derita diare tumpu lantai bau cekik,4
298,lahir anak normal pukul lawan payudara saya,0
299,salin suara janin pingsan ingat lahir forseps,1
300,meja kas pergi beli 16 gulung kertas dapur harga rendah antre anak jerit ambil paket gulung 8 paket gulung 16 rebate asisten anda dapat nanti,2
301,kali dengar tage dannielsson tinggal dunia,3
302,lift stasiun sentral stockholm bau muntah air kencing,4
303,uji masuk sma,0
304,kelompok pemuda teriak mabuk tangkap trem,1
305,putus tolak adil acara olahraga pimpin tim,2
306,pacar tinggal,3
307,dominasi orang itu ubah reaksi sendiri,4
308,kemarin peluit tiup tanding final ois ifk ois menang gelar swedia,0
309,ajar kendara tabrak takut,1
310,drummer pinjam drum hancur kulit drum stik baik cerita kepada,2
311,ayah prioritas band saudara laki giat lain dua main band latih garasi orang tua saya,3
312,teman adil salah reda nurani sebar bohong tuju sama,4
313,selam hiu ikan warna cerah terumbu tvavni fidgi,0
314,rindu terjang lebar rambut pria 20 meter depan kemudi jarak 110km jam,1
315,guru komputer ajar beacause prasangka,2
316,buat apa kabar buruk,3
317,temu rumah sewa tonga penuh kecoak,4
318,lulus tes kemudi minggu lisensi saya,0
319,mobil kendara gelincir jalan dingin darat selokan sisi tempel batu,1
320,temu teman lihat 2-4 akhir,0
321,pria kejar jogging,1
322,koran pagi tiba,2
323,senang hubung pacar saya asa reoccurring,0
324,takut ulang keluarga saya,1
325,debat pacar saya unggul saya,2
326,gagal uji musim panas lalu keras kecewa pikir harap lanjut kuliah tindak lebih,3
327,senang kerja musim panas tarik,0
328,lahir anak,0
329,tinggal bayi kereta pergi belanja khawatir bayi itu,1
330,musim dingin pipa air beku milik air hari,2
331,hasil susu bayi,3
332,bau bawang putih bus buru,4
333,libur natal temu teman saya enam bulan,0
334,kendara mobil teman belok arah salah distrik tahu laju susur tebing curam,1
335,guru agama saji pikir sekte malapetaka kejut ajar resmi,2
336,kakek tinggal mahasiswa tukar amerika serikat,3
337,film video-tape this america - part one teman,4
338,eskalator tanah gelandang muda uang beri apa rekan benar tampan pria depan paling tatap,0
339,takut pindah rumah pindah helsinki ajar,1
340,dapur siswa bagi minum pot jus satu liter keluar gelas pot,2
341,ayah uang saudara laki saya,3
342,minggu rumah ibu santap hidang daging minyak sehat buat sakit,4
343,sembilan pulang sepeda jalur siklus gelap kurang ambil jalan pintas,1
344,pulang jalan kaki 5 pagi lewat hutan sendiri,1
345,rindu kereta tunggu jam alas lewat janji saya,2
346,nenek tinggal tinggal sama puluh tahun,3
347,pulang kereta api sicilia leceh pria,4
348,buruk hadiah damai,0
349,ayah teman tinggal temu teman kenal keluarga,1
350,tonton tv teman film tonton film salur sama teman alih terowongan ingin,2
351,teman laki saya pisah inisiatif,3
352,teman teman laki teman rawat buruk biar layan pancing manfaat,4
353,timbang jam atas berat panggil teman dengan jatuh cinta sadar putus - senang,0
354,tidur sebentar bangun - rasa diri samping takut nyala lampu lampu menit tidur lagi,1
355,pindah flat teman tinggal belum tinggal flat kacau keri marah ceroboh ketidakpedulian itu,2
356,ayah alami operasi rumit itu atas sedih,3
357,kereta asing hina gadis tiup hidung benci tingkah laku,4
358,musim panas layar teman yunani rasa sukacita,0
359,kendara teman mobil cepat 120 km jam jalan raya tutup salju keluar,1
360,jalan pantai teman gadis lain bicara pungut cangkang tertawa kejar burung camar,0
361,daki gunung pandang arah puncak temu tebing tetes tipis sisi lewat,1
362,teman saran bulat alas lambat saya lambat benar benar buat apa yaitu lambat,2
363,bicara teman alami alam buruk ubah hidup dll,3
364,temu kelompok orang gagas yakin dasar juang tentang bagus,4
365,temu teman saya,0
366,kakak lambat pulang kerja,1
367,kelah sahabat,2
368,anjing tinggal,3
369,film pengaruh mukim kulit putih afrika,4
370,sadar ampun tuhan sana sadar betapa tuhan asih terima dasar tampil - asih syarat cinta kristus tinggal ampun,0
371,takut - lumpuh - terima tuhan percaya bangkrut moral belum kristen sadar kristus bebas dosa ampun kita,1
372,laku ayah saya abai komitmen pada,2
373,kurang cinta ayah ibu sedih bagi orang sadar betapa cinta bahagia mereka dan betapa rusak ibu,3
374,egois orang hubung seksual pegang visi milik dalam papan anda tahu gadis belah rumah abdi gadis kepala saya dorong tindak sesuai jijik gagal saya,4
375,panjat tebing absinth baik saja lewat tebing kena takut - turun tebing benar angkat kembali,1
376,teman laki parkir mobil tarik mundur - dengar mobil tarik tahap itu uang garis miskin harga 10 00 - uang dapat minggu masuk uang sewa,2
377,kakak perempuan beasiswa norwegia jalan lintas landas pesawat toleh arah kami,3
378,paruh asisten toko langgan bicara keras pria india wanita kulit putih anak - betapa keri anak gelap,4
379,terima undang nikah mantan flatmate lampir catat atas beda tinggal flat,0
380,sore bantu rumah properti itu kumpul sapi banteng balik saya,1
381,tanda uji keri erti alas coba temu dosen tutor jelas singkat,2
382,tonton wanita tua lari jalan bus rindu ingat ibu betapa keri situasi sama,3
383,pulang rumah malam - saudara perempuan rumah minum petik argumen,4
384,pergi mobil kendara mobil laju salip,1
385,kerabat laku buruk,2
386,teman tinggal,3
387,orang lapar etiopia t v sungguh keri derita itu,4
388,telepon pacar tinggal sama,0
389,musim panas italia serang ekor anjing keri rasa anjing kotor beranta tempel kulit telanjang saya,1
390,tunang ayah laku anak kecil percaya terus salah paham saya marah buruk pacar dengan kerja,2
391,pria cinta temu orang temu tahun milik relasi stabil selingkuh,3
392,cinta pria kembali,0
393,pikir mati - milik orang tua saya saudara laki perempuan saya,1
394,orang tua tuju pilih pacar sekarang mantan pacar umur 13 tua dari anggap cocok untuk idiot,2
395,paman 3 kali tahun makan malam natal tradisional kakek nenek mabuk,4
396,temu pacar jalan perahu inggris telepon swedia kami pergi kota inggris masuk telepon inggris tunggu pulang,0
397,jantung ibu henti,1
398,sofa flat milik sewa tua kenal jemput tahun tunda putus kencan tinggal rumah laku datang telepon hubung saya,2
399,mantan pacar pisah,3
400,pria mabuk hasut tarung temu pria bau busuk trem dekat bangun marah,4
401,jatuh cinta,0
402,belum takut bicara kerumun orang,1
403,gadis pergi pria lain,2
404,set-back,3
405,labuh kosong wadah jamban truk,4
406,terima mahasiswa psikologi gutttenburg,0
407,bangun malam lompat teriak takut pikir tangan dingin sentuh tangan rayap turun selimut tidur,1
408,remaja 14 ipar laki uang muka berat saya erti reaksi kuat asa ada,4
409,makan malam teman harga,0
410,jatuh sepeda,1
411,ayah tengkar bantu rumah,2
412,hubung intim sadar laku salah jijik,4
413,hubung intim,0
414,kecewa teman,1
415,tengkar adik laki saya,2
416,bangun mimpi buruk,3
417,bantu orang tua toilet,4
418,terima siswa psikologi,0
419,gagal motor kapal gottenburg laut lepas angin kencang arah perahu tumpang bebatuan hasil tarik perhati pejal kaki 4 jam lalu,1
420,wanita tinggal repot bersih pergi libur saya tinggal kolektif,2
421,dengar teman bunuh diri,3
422,hadir temu jaga toko tewas toko tembak senapan jarak dekat,4
423,debut ullevi lawan ifk gottenburg tulis bagus koran,0
424,usia 7-8 tahun bangun malam dapat rumah ibu beli cigarattes mesin,1
425,gagal lulus uji semester fakta persis bantu,3
426,tur asia tim sepak bola sekarang orang eropa kuno lacur muda seksi,4
427,guru kelas malam umpan positif suasana bagus paham santai,0
428,salah telpon bel pintu masuk apotek tangkap oleh,1
429,pria amuk kelah tari,2
430,kerja,3
431,mulut penuh bun minum langsung bungkus susu umur minggu benar pisah butuh susu resap sanggul,4
432,terima supervisor guru siswa pemberitahuan pos,0
433,libat celaka mobil november lalu jatuh salju pertama hilang kendali mobil putar putar darat seberang jalan bahu keras henti tiang bank landai sungai,1
434,panitia tunjuk kerja kepala sekolah tugas guru laki cocok jabat tentu milik layan guru laki hitung kerja tarik jalan kepala sekolah,2
435,putri 17 rekan kerja sakit parah kanker milik hidup dengar 6 minggu lalu,3
436,teman temu stasiun malam jalan lelah,0
437,tengkar pacar ancam tinggal,1
438,muncul temu sepakat datang,2
439,erti nikah beranta putus pisah hukum,3
440,temu anti-pornografi sampel film majalah lihat,4
441,beli mobil saya masalah,0
442,celaka mobil saya bangun tumpu batu,1
443,coba pasang tenda lalu ejek halang sepupu saya,2
444,kakek tinggal,3
445,masuk sekolah mahasiswa,0
446,ayah derita sakit kronis musim gugur 1983 milik cocok jengkel kuat,1
447,teman mabuk pukul teman lain mabuk,2
448,kerja lillehammer ingin,3
449,bos kerja gagal tepat janji saya,4
450,ayah hasil hidup baru cerai saya hasil adik untuk,0
451,nyaris celaka mobil laju cepat jalan sepi,1
452,teman bicara buruk ayah pisah saudara laki perempuan izin dengar,2
453,bosan sekolah kawin milik anak,3
454,suami ibu laku saudara laki perempuan buruk,4
455,rumah sakit kunjung duga,0
456,buru sesat kabut gunung,1
457,tuduh langgar ringan adil,2
458,potong hewan,4
459,hasil suara gitar saya baving coba lama,0
460,daki gunung jebak sadar turun,1
461,rapat dominasi orang acara sosial,2
462,temu lillehammer sedia lingkung musik sesuai selera saya tahu,3
463,gambar situasi jijik apa,4
464,anak lahir,0
465,lari lewat anak mobil saya,1
466,ayah telepon pulang libur saya milik rawat kebun hewan saya,2
467,diberitahu teman sakit parah,3
468,kerabat sebar desas-desus saya,4
469,teman istimewa saya cinta kamu kali,0
470,saksi acara jahat tv bawa anjing jalan lalu tiba pria beranda kami tinggal orang lain,1
471,mobil mogok,2
472,teman sebar desas-desus negatif saya,3
473,orang tentu lihat buat ngeri jijik,4
474,makalah evaluasi,0
475,film teror bioskop takut kemudi mobil garasi pikir film sudah harap dunia nyata,1
476,marah kakak laki saya olok saya goda saya,2
477,tinggal dunia,3
478,hubung teman absen,0
479,sesat jalan gunung,1
480,tunduk laku adil kelompok kerja bungkuk atur lindung atas akibat kerja lain,2
481,mati teman dekat,3
482,hadap orang milik pikir negatif orang status sosial percaya warna pandang hidup perspective,4
483,terima surat cari teman tinggal negeri,0
484,hasil tes sekolah keras khawatir hasil,1
485,salah teman baik tuduh serah awal ucap santai sisi marah luka,2
486,sadar sekolah akhir milik beda temu teman ini,3
487,aula renang pria agresif praktis serang anak hasil masuk renang,4
488,teman lihat tahun kirim hadiah kecil,0
489,malam gelap lampu jalan mobil ikut,1
490,kena tuduh palsu marah,2
491,diberitahu teman teman hubung gadis lain,3
492,sulit jijik siapa,4
493,tunang jalan 2000 km unjung saya 4 bulan,0
494,pukul pesta swasta sekali salah saya,1
495,laku adil bandara diberitahu counter beda untuk lintas domestik saja,2
496,bunuh gadis jalan sekolah lin dan jahat seksual umum lalu,4
497,orang suka saya,0
498,laku sendiri,1
499,siswa kelompok kerja tanggung penting kerja kami,2
500,teman tinggal saya,3
501,orang laku adil kewarganegaraan warna,4
502,teman menang untuk senang peduli,0
503,surat pacar rupa pikir hubung kami takut baca sisa,1
504,keponakan anak tuli hiperaktif tanggung rawat hari penuh lelah raih pisau tikam kaki marah sakit,2
505,wanita kenal perlahan sekarat akibat kanker amat proses sedih,3
506,teman bicara buruk teman lain,4
507,kontak teman belum,0
508,takut kuat tegur minoritas,1
509,teman terima sepakat sepakat alas serang saya,2
510,sadar pacar proses putus,3
511,brutal politik militer dunia umum kuesioner ini,4
512,terima kartu pos kasih libur negeri tulis tidak,0
513,coba bungkus pacar saya tolak biar pergi,2
514,rumah a s puluh minggu unjung saudara laki keluarga,3
515,temu kacamata hilang kota,0
516,jatuh tebing gunung,1
517,tengkar teman kelas,2
518,gigi pecah mobil saya,3
519,milik asa ini,4
520,kerja sekolah usai,0
521,pulang hutan temu pandu anak perempuan pramuka,1
522,marah orang kafir salah paham saya,2
523,mati kerabat dekat,3
524,hukum adil jijik orang tanggung jawab,4
525,lulus uji dealer radio tv resmi,0
526,daki gunung mana bebatuan longgar sadar bahaya tinggi milik daki depan,1
527,juru bicara satu tengkar rekan tindak sadar periode lanjut,2
528,kakek tinggal milik hubung dekat,3
529,baca eksekusi bantai perang dunia ii jijik orang laku,4
530,hasil bantu orang lain,0
531,sadar hidup pinjam holocaust nuklir hari,1
532,orang kecewa saya gagal tahan sepakat,2
533,mati keluarga dekat,3
534,orang manipulasi orang tampil mereka,4
535,terima pesan terima sekolah mana benar pergi,0
536,pulang rumah temu patah sadar sana,1
537,tuduh minum botol minum keras isi air,2
538,milik paket orang tua saya catat lampir,3
539,tengkar ayah nyata palsu,4
540,menang juara sepak bola lokal gembira,0
541,acara olahraga penting,1
542,tabrak mobil saya salah,2
543,hasil ikut kompetisi ski lintas negara menang,3
544,episode jijik,4
545,harga tinggi kolam renang sepak bola,0
546,ancam pisau militer tentara bentuk unit lain alas anak perempuan,1
547,ibu laku anak laki usia 10 tahun,2
